title,price,link
"
Dell Latitude 3410 Laptop PC 14"" Intel Core i3 8GB RAM 128GB SSD
          Windows 11
",$179.89,https://www.ebay.com/itm/254654754368?_skw=laptop&itmmeta=01K3QN4R7XPSNTXMPF65C0BAT9&hash=item3b4a9b2e40:g:JA8AAeSwS4Joro3N&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1egHleKGDsV3nzfHM97y%2FvDdQ68da%2FiNznboHrh0rlpLWtR2tlw8usIlmipvhuAsMi6ML8cZWhcFUKgmv7Bzf5TdUQQvL%2Bhz%2FCH%2FVue9DZp1XI6HAB8v%2BYA396G2kZMqrxbXrLPshuF7SpbClJrUdgLNEWYMoxTfEQn1OiVR47qFwfcSJtz7i5RRGyglh1TOdq1DUKbEB2cNGukEk1EV3tfAFc5F3BcF0w82e%2BfNx3xrrw9rgmTpBFCnIl9wR6ohNwrBMsE1xmRFPUEm1ACzcIn%7Ctkp%3ABFBMsoST9Z1m&pfm=1
"New ListingLenovo Legion 9i Gen 9 16â€³ 3.2K Mini-LED- Intel i9-14900HX, 32GB, 1TB, RTX 4090",$480.00,https://www.ebay.com/itm/365827454876?_skw=laptop&itmmeta=01K3QN4R7YHDXZ9DCQB30KKHFW&hash=item552d03f79c:g:PScAAeSwqTZor5u6&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dw1IeCj9reoBdoZ8qaqTdk3jX5h06gYDU%2FPuatFumLDDUsTHRWtGbKawVKjwH59OGaHb3cMk0LFxQUCqtAJ3fZ2Dps3EWDR5kHMvvIRnNT3ZauCJgxhQZQ9BRqpThkbpJe05ElzAJwxUFdcX%2FmRWOcfNb85LaVaU2Ar5M0BAD6ZOJVZa0Z7yo64cA3ei82Ctkdy%2FKhH3nGIKdtW%2Brr9Y7MgN6%2FVCke1%2BU19akczRiZEGkdZFk2vX68qsTbA%2BK1odUGKRO7dt1Dk7zgKy8YHvQP%7Ctkp%3ABFBMsoST9Z1m&pfm=1
Panasonic Let's Note SZ6 CF-SZ6 i5-7300U 8GB RAM 256GB SSD Laptop touch w/ AC,$118.00,https://www.ebay.com/itm/375836910296?_skw=laptop&itmmeta=01K3QN4R7YS3J58NN0H6MNR0TY&hash=item5781a022d8:g:MrkAAOSw2eNnTlIE&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1echqBSSbqe154Gd%2FalmaxpJvVBpbDhVLA6QNf%2FVNL1MC8hG4nygEBFxCRZPXfNe4nmbW0lGZoAexKGn1dWJly5dABMprj4zqfCKB%2BLibcp2BDTrUSb8%2FcONvu7P8rN%2BFfAD%2B9iRHfrNsH4iG30DKW6rmX2pZOv3rt4eBtU5%2BFI4DuAFrHSST2xCEWMLXxtMZ6lDlHiRWZLt0gnwCqdkQBJrodTrwJQvF2j98bzllsiUg%3D%3D%7Ctkp%3ABk9SR7KEk_WdZg&pfm=1
"Dell Latitude Business Laptop Computer 14"" Core i5 16GB RAM 256GB SSD Windows 10",$148.02,https://www.ebay.com/itm/256245941032?_skw=laptop&itmmeta=01K3QN4Y6C7HN7SRF1A6ZAFPYY&hash=item3ba972c328:g:LroAAeSwec5oo99-&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1czlKxwc6RHTJS3wYk5Y4qJ3%2Bi3hu61FTCd8y9Z50wXl3q%2BDMTGOQyy2y9UQ43dTGxzUIW9kpN3mM1%2FNVGQ6TXjEkEk7sWtGJP3WZmVK0%2BWogaZvBSdszEbYyUdUAQxqCF%2Br53PbyURtbwI7gWvsD1fqQfI3yI8nalHUSuTKyaSmV%2BIwIeR5InTH4cR9W0yJhkMwMGdPwRYAqtjzul74TgayRG158XJzj1CrvzzG7ilXZ77Hue09joF2947sjwxPDrwCeAIZtJ9HAsw3kxGjC3p%7Ctkp%3ABFBM0uOT9Z1m&pfm=1
"2025 HP Laptop Computer 17.3"" FHD 6-Core Ryzen 5 Upto 64GB RAM 2TB SSD Win Pro",$439.00,https://www.ebay.com/itm/126744587631?_skw=laptop&itmmeta=01K3QN4Y6CCN5GFZB8ZH5T8ZV4&hash=item1d8290ed6f:g:9u0AAOSwuiBn0wr9&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e4wwVgrUUUeNw01Dw5S7Ebj3COATwDVGv6DCa4p%2FHNy%2B4IUUUpkkjE93PGjiC6AAYQibDuN5BaAQV%2FAg32dq5XXfmsd1tq%2FBR4W0sYLKzgPtgPwlVAhewt8seQtwW9KXfwGbn%2FBXnTrLcBJWyB08%2BgAUvKwOWgkCQOKlDXKkYaJw6WGTzTzpQz3scAjUy6ydLFtK7uvooc8uDlBZbdfcoVD71OdKBUCjykAzOrhrAgFQ%3D%3D%7Ctkp%3ABk9SR9Ljk_WdZg&pfm=1
"HP Laptop 17-cp3005dx 17.3"" AMD Ryzen 5 7430U 8GB DDR4 512GB SSD Windows 11",$379.98,https://www.ebay.com/itm/335900372868?_skw=laptop&itmmeta=01K3QN4Y6CXXHGEDT4FMHEEGCZ&hash=item4e3538ef84:g:gnUAAeSwkGVogRAX&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eZ6dr8kzOX5rfHdi0e9ldwD%2B6o8UHYRXofkG4sjx7GHStv6fiA%2BXN4pSTdx0tI7hxja9enD1PrsN%2BHpwM5Rff%2B%2FQh2r4rQqjLHqyyJg8OJxHm7RcjQOG8m%2F67d%2BgoBufX097%2FAjnr5FGICuefy%2Bq%2FPlcEF1PaN2OexFDdYEOZMz%2FiKiW4hIOKwrtm9FkdAu6%2BK%2BAwrxmo8nqDMFEUrJQWwVARlpfGspeMdd%2F2LPj2CCtCNOSbmx3jcN4Np5Mcrb8y6LA2ucIkSngDmTyxvBzY2%7Ctkp%3ABk9SR9Ljk_WdZg&pfm=1
HP 15.6  FHD IPS Notebook Intel Core i7 12GB 512GB SSD Natural Silver,$479.99,https://www.ebay.com/itm/297459453589?_skw=laptop&itmmeta=01K3QN4Y6C5XANA89E62A4JJ1R&hash=item4541f70e95:g:wl0AAeSw6KZod-eE&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ePJ%2FjCBq%2FC5ANuHNqcC9m2NtXIjIALtgbCgXn1bFTf%2FD2YaeU7fyQD4CexGQVqijg3B8%2BulLHLymWVCX4VeVj4mqeIAgWHswCZOQY4QE0wgUCAtb98WZ%2FVgea5UjeQrxFpPYEbPC%2FIQfdHxKFiokfaeC4%2FM1uIiVZ6bAk9myfDybpZ0rR01xX9I%2Byf7XUNRSGF9E546mh2zPHcNZUQKPK%2Fem%2F3Iww00PSXkfPkZPDt0w%3D%3D%7Ctkp%3ABk9SR9Ljk_WdZg&pfm=1
"Lenovo - ThinkBook 16 G6 IRL 16"" IPS Touchscreen i7-1355U 16GB RAM 1TB SSD New",$650.00,https://www.ebay.com/itm/306421491572?_skw=laptop&itmmeta=01K3QN4Y6CQSMXPGC5Q1CQNHD5&hash=item475824e774:g:FIYAAeSwBhxoiOQo&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fb5EAaGkYF0v5ajM2O6Hv4bjl6Z1rqKffABEeDfgGCw7AWLSl7Yq32N1zk8P6aD%2F6RrNAcvCwtJpqeZsvUuJZYVgVpfO%2FR1g7kSqtuqcNVG1j4ObjTdDwGJZo79JqpL2Zt6ABBEauZVwbLvmjw8HL5zMo58QGZ8010CpwIDdTB%2FEYLV4WgfjNMYqPcwLKxO6WG%2BOPQlTjBZBhAAcALUpVGwY7S7LnlyLBfO8XjWJAr0A%3D%3D%7Ctkp%3ABk9SR9Ljk_WdZg&pfm=1
"1 Year Warranty Dell P29T001 11.6"" Chromebook Celeron 1.1GHz/4GB/32GB (Black)",$42.00,https://www.ebay.com/itm/145586233629?_skw=laptop&epid=2322571102&itmmeta=01K3QN4Y6CCY9QFFCSX572D3Q7&hash=item21e59da11d:g:j40AAOSw3Dxluunt&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fRcRy2NyK%2F5GQJOvJa4dHISQZpY53uliYTlFc0SyiWbcgOBvZ8hOZllIKSXbghNW9PnklHRm%2B1Zs%2BWmavlJ%2F6PdKBzJj8GbmKwpcXRlkVZ%2BPOcmxaGMm%2BNHzwnhjYq45yxSPFNr4Fsq27nVY1VUA7BEM9YzzK%2BxRZJkPUE9P%2FCJiarZH4j1wJxxMSD%2FCfZGGi7O8KQy1wGUrJG5s9p%2B%2FxQG5O45dd%2FZZ7blYkET2bP%2Bw%3D%3D%7Ctkp%3ABk9SR9Tjk_WdZg&pfm=1
"New Listing2024 Dell Latitude 5450 14"" Intel Ultra 5 135U 2.1GHz 16GB 256GB SSD Touchscreen",$700.00,https://www.ebay.com/itm/365827779206?_skw=laptop&itmmeta=01K3QN4Y6C54EK20R2W5XNJ3AK&hash=item552d08ea86:g:DfwAAOSwmC9oSPgG&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eeSfSRsCiSLpDAklxRTCZR2WnGn%2B%2BhsgC4nEKBBHTwk4O7CD4FZiGvsjmR8gefzxGbNV5tAV1F9JX7zd7ZbYI934fOrgmia4xSTZVFOnGxJkAWnD3LIrICiub6xNhbxdrn8o75AmkEvOIp1ce%2FtXDYQdrB1dat9%2F810BJXYD0KDLJGquTxXfvSLw62nAGvmGMvd1Hri2bqYkQJf9MEgEm5fF%2Ff1pH8bxM5fBRtHJXO7zKvmfAGm9f%2Bb0V5ySh7DikFaJuBoWL%2FmQh8uGRGnY5c%7Ctkp%3ABk9SR9Tjk_WdZg&pfm=1
